drugId,drugName,drugType
CHEMBL3093827,CHEMBL3093827,Small molecule
CHEMBL3099551,CMX-2043,Small molecule
CHEMBL3234544,CHEMBL3234544,Small molecule
CHEMBL330546,L-LACTIC ACID,Small molecule
CHEMBL331743,DIXANTHOGEN,Small molecule
CHEMBL3334824,BMS-817399,Small molecule
CHEMBL3357458,CHEMBL3357458,Small molecule
CHEMBL3545229,DWP05195,Small molecule
CHEMBL3545413,FLUMATINIB,Small molecule
CHEMBL355497,CHEMBL355497,Small molecule
CHEMBL3616752,CHEMBL3616752,Unknown
CHEMBL37537,PROTOCATECHUIC ACID,Small molecule
CHEMBL3823931,CHEMBL3823931,Small molecule
CHEMBL396380,CHEMBL396380,Small molecule
CHEMBL3989909,LENIOLISIB PHOSPHATE,Small molecule
CHEMBL3989910,CAVOSONSTAT,Small molecule
CHEMBL412262,IBIPINABANT,Small molecule
CHEMBL4209174,CHEMBL4209174,Small molecule
CHEMBL425277,CHEMBL425277,Small molecule
CHEMBL4297244,DANVATIRSEN SODIUM,Oligonucleotide
CHEMBL4303782,ZOTATIFIN,Small molecule
CHEMBL436546,TNK-651,Small molecule
CHEMBL436817,CHEMBL436817,Small molecule
CHEMBL437501,L-873724,Small molecule
CHEMBL4444976,CCX354,Small molecule
CHEMBL45029,MEPHOBARBITAL,Small molecule
CHEMBL4594478,INODIFTAGENE VIXTEPLASMID,Gene
CHEMBL4594595,UBAMATAMAB,Antibody
CHEMBL4650485,PIRTOBRUTINIB,Small molecule
CHEMBL495084,CHEMBL495084,Small molecule
CHEMBL505851,REPOSAL,Small molecule
CHEMBL517944,CHEMBL517944,Small molecule
CHEMBL525076,ENFUVIRTIDE,Protein
CHEMBL539934,TT-232,Protein
CHEMBL565587,CHEMBL565587,Small molecule
CHEMBL567,PERPHENAZINE,Small molecule
CHEMBL567068,CHEMBL567068,Small molecule
CHEMBL570,TRIFLUPROMAZINE,Small molecule
CHEMBL59030,GW3965,Small molecule
CHEMBL592943,TINORIDINE,Small molecule
CHEMBL593503,Uracil-4-Acetic Acid,Small molecule
CHEMBL93047,ETHADIONE,Small molecule
CHEMBL1092398,CHEMBL1092398,Small molecule
CHEMBL109420,CHEMBL109420,Small molecule
CHEMBL1094304,OLOMOUCINE II,Small molecule
CHEMBL1200852,PENICILLIN V POTASSIUM,Small molecule
CHEMBL1201460,DALTEPARIN SODIUM,Oligosaccharide
CHEMBL1201479,POLYETHYLENE GLYCOL 3350,Small molecule
CHEMBL1201609,CORTICOTROPIN ZINC HYDROXIDE,Protein
CHEMBL1201692,FOLLITROPIN ALFA,Protein
CHEMBL1201749,DIFLUPREDNATE,Small molecule
CHEMBL1208961,CHEMBL1208961,Small molecule
CHEMBL1213470,CHEMBL1213470,Small molecule
CHEMBL1215661,PRUVANSERIN,Small molecule
CHEMBL1234871,CHEMBL1234871,Small molecule
CHEMBL1255582,FIPAMEZOLE,Small molecule
CHEMBL1257,ENFLURANE,Small molecule
CHEMBL1257073,TECOVIRIMAT,Small molecule
CHEMBL1270426,CHEMBL1270426,Small molecule
CHEMBL1276179,CHEMBL1276179,Small molecule
CHEMBL134851,CHEMBL134851,Small molecule
CHEMBL1413199,DIPHENADIONE,Small molecule
CHEMBL1484,NICARDIPINE,Small molecule
CHEMBL1492498,CHEMBL1492498,Small molecule
CHEMBL1504,TRIAMCINOLONE ACETONIDE,Small molecule
CHEMBL150894,CEP-5214,Small molecule
CHEMBL1615209,DEXRABEPRAZOLE,Small molecule
CHEMBL1615775,OXIDRONIC ACID,Small molecule
CHEMBL1643895,RAMOSETRON,Small molecule
CHEMBL1659,CHLORPHENIRAMINE MALEATE,Small molecule
CHEMBL1668418,CHEMBL1668418,Small molecule
CHEMBL179532,CHEMBL179532,Small molecule
CHEMBL1819255,CHEMBL1819255,Small molecule
CHEMBL182402,CHEMBL182402,Small molecule
CHEMBL1829433,AZD-4877,Small molecule
CHEMBL193482,ESTRIOL,Small molecule
CHEMBL1976040,ADAVOSERTIB,Small molecule
CHEMBL201960,PYROVALERONE,Small molecule
CHEMBL2028852,ICATIBANT ACETATE,Protein
CHEMBL2103852,CROLIBULIN,Small molecule
CHEMBL2105692,TAPRENEPAG ISOPROPYL,Small molecule
CHEMBL2105987,ATAMESTANE,Small molecule
CHEMBL2108222,ALOXIPRIN,Unknown
CHEMBL2108340,TRIDECACTIDE,Protein
CHEMBL2108684,NELIPEPIMUT-S,Unknown
CHEMBL2108767,RUPLIZUMAB,Antibody
CHEMBL2109435,HUA33,Antibody
CHEMBL2110756,MITEMCINAL,Small molecule
CHEMBL213907,CHEMBL213907,Small molecule
CHEMBL2165191,AZD-6482,Small molecule
CHEMBL2397751,SAD448,Small molecule
CHEMBL243716,METACAVIR,Small molecule
CHEMBL254129,CYCLOPAMINE,Small molecule
CHEMBL303933,PIPERAQUINE,Small molecule
CHEMBL3103033,CHEMBL3103033,Small molecule
CHEMBL3286830,LORLATINIB,Small molecule
CHEMBL3301587,DURVALUMAB,Antibody
CHEMBL3306201,CHEMBL3306201,Small molecule
CHEMBL3330649,CHEMBL3330649,Small molecule
CHEMBL351769,ARSANILIC ACID,Small molecule
CHEMBL3545039,AZD1386,Small molecule
CHEMBL3560331,CHEMBL3560331,Small molecule
CHEMBL3646801,CHEMBL3646801,Small molecule
CHEMBL3741424,CHEMBL3741424,Small molecule
CHEMBL382820,CHEMBL382820,Small molecule
CHEMBL3833336,ALUMINUM CLOFIBRATE,Small molecule
CHEMBL3833386,GALINPEPIMUT-S,Cell
CHEMBL3989515,PENICILLIN G BENZATHINE,Small molecule
CHEMBL42126,PICLAMILAST,Small molecule
CHEMBL424664,CHEMBL424664,Small molecule
CHEMBL424975,CHEMBL424975,Small molecule
CHEMBL428495,Naphthalen-1-ylacetic acid,Small molecule
CHEMBL4297107,IPRAZOCHROME,Small molecule
CHEMBL4297618,GRANOTAPIDE,Small molecule
CHEMBL433501,CHEMBL433501,Small molecule
CHEMBL4594257,ROVAFOVIR ETALAFENAMIDE,Small molecule
CHEMBL4594274,POSENACAFTOR,Small molecule
CHEMBL4594568,KN-026,Unknown
CHEMBL4650338,EDRALBRUTINIB,Small molecule
CHEMBL4802198,QUISOVALIMAB,Antibody
CHEMBL485629,MK-0873,Small molecule
CHEMBL495795,CHEMBL495795,Small molecule
CHEMBL504567,ZEBULARINE,Small molecule
CHEMBL555146,CHEMBL555146,Small molecule
CHEMBL65553,CHEMBL65553,Small molecule
CHEMBL70,MORPHINE,Small molecule
CHEMBL78755,CHEMBL78755,Small molecule
CHEMBL82411,INDOLE-3-ACETIC ACID,Small molecule
CHEMBL94417,CHEMBL94417,Small molecule
CHEMBL107400,SOBETIROME,Small molecule
CHEMBL1089962,"FRUCTOSE 1,6-DIPHOSPHATE",Small molecule
CHEMBL1090916,CHEMBL1090916,Small molecule
CHEMBL1149,LEVOCARNITINE,Small molecule
CHEMBL1159902,6-Hydroxymethylpterin Monophosphate,Small molecule
CHEMBL1200501,GOSERELIN ACETATE,Protein
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,Small molecule
CHEMBL1201080,TRIMETHOPRIM HYDROCHLORIDE,Small molecule
CHEMBL1201284,CINACALCET,Small molecule
CHEMBL1201294,DIPHENOXYLATE,Small molecule
CHEMBL1201666,LEPIRUDIN,Protein
CHEMBL122208,CHEMBL122208,Small molecule
CHEMBL1232391,CHEMBL1232391,Small molecule
CHEMBL1232918,CHEMBL1232918,Small molecule
CHEMBL1235999,ISATOIC ANHYDRIDE,Small molecule
CHEMBL1237132,CLEVIDIPINE,Small molecule
CHEMBL1278118,SUPINOXIN,Small molecule
CHEMBL1343061,CHEMBL1343061,Small molecule
CHEMBL1347487,CHEMBL1347487,Small molecule
CHEMBL1410877,ARASERTACONAZOLE,Small molecule
CHEMBL1411333,CHEMBL1411333,Small molecule
CHEMBL1580,PENTOSTATIN,Small molecule
CHEMBL1581,PERINDOPRIL,Small molecule
CHEMBL1615165,CHEMBL1615165,Small molecule
CHEMBL1652,AMBENONIUM,Small molecule
CHEMBL17,DICHLORPHENAMIDE,Small molecule
CHEMBL1742996,BRODALUMAB,Antibody
CHEMBL1788387,TECLOZAN,Small molecule
CHEMBL181691,CHEMBL181691,Small molecule
CHEMBL184491,CHEMBL184491,Small molecule
CHEMBL191598,CHEMBL191598,Small molecule
CHEMBL2062259,VARENICLINE TARTRATE,Small molecule
CHEMBL207162,CHEMBL207162,Small molecule
CHEMBL2087337,VELUSETRAG,Small molecule
CHEMBL2096637,PYRETHRINS,Small molecule
CHEMBL2104560,DEXTILIDINE,Small molecule
CHEMBL2105024,IOGLICIC ACID,Small molecule
CHEMBL2105648,PALOVAROTENE,Small molecule
CHEMBL2106999,QUINBOLONE,Small molecule
CHEMBL2108669,YTTRIUM Y 90 TACATUZUMAB TETRAXETAN,Antibody
CHEMBL2108700,GLUCOSE OXIDASE,Enzyme
CHEMBL2109042,INFLUENZA VIRUS VACCINE,Unknown
CHEMBL2109413,AS-1409,Antibody
CHEMBL2146063,CHLORTETRACYCLINE HYDROCHLORIDE,Small molecule
CHEMBL2219416,NALOXEGOL OXALATE,Small molecule
CHEMBL223643,VALINOMYCIN,Small molecule
CHEMBL224946,CHEMBL224946,Small molecule
CHEMBL2323490,CHEMBL2323490,Small molecule
CHEMBL2336071,SIPONIMOD,Small molecule
CHEMBL2348780,CHEMBL2348780,Small molecule
CHEMBL2369989,ATILMOTIN,Protein
CHEMBL241577,CHEMBL241577,Small molecule
CHEMBL2418346,CHEMBL2418346,Small molecule
CHEMBL253592,CAMYLOFIN,Small molecule
CHEMBL257036,2-Phenylbenzylamine,Small molecule
CHEMBL257626,CHEMBL257626,Small molecule
CHEMBL257995,CHEMBL257995,Small molecule
CHEMBL288149,SUTEZOLID,Small molecule
CHEMBL293212,CHEMBL293212,Small molecule
CHEMBL297327,CHEMBL297327,Small molecule
CHEMBL30116,PIPEMIDIC ACID,Small molecule
CHEMBL3039522,BIRINAPANT,Small molecule
CHEMBL306315,CHEMBL306315,Small molecule
CHEMBL3092041,ACETYLDIHYDROCODEINE,Small molecule
CHEMBL3142541,BUTAMBEN PICRATE,Small molecule
CHEMBL3355009,GSK-3179106,Small molecule
CHEMBL3544998,LY-3007113,Small molecule
CHEMBL3545097,SAPANISERTIB,Small molecule
CHEMBL3545125,MIROGABALIN,Small molecule
CHEMBL367788,NSC-324360,Small molecule
CHEMBL3707293,XEN-D0501,Small molecule
CHEMBL3707341,DIPHENHYDRAMINE METHYLBROMIDE,Small molecule
CHEMBL3707447,CALCIUM PANGAMATE,Small molecule
CHEMBL3818130,ADH-1,Protein
CHEMBL392149,TECADENOSON,Small molecule
CHEMBL3924132,CHEMBL3924132,Small molecule
CHEMBL39560,ACEPROMAZINE,Small molecule
CHEMBL4063862,CHEMBL4063862,Small molecule
CHEMBL4074262,CHEMBL4074262,Small molecule
CHEMBL4160008,CHEMBL4160008,Small molecule
CHEMBL417016,"LACTOSE, ANHYDROUS",Small molecule
CHEMBL4217325,CHEMBL4217325,Small molecule
CHEMBL4284998,CHEMBL4284998,Small molecule
CHEMBL4298004,VOPRATELIMAB,Antibody
CHEMBL4298030,EFGIVANERMIN ALFA,Protein
CHEMBL455477,BILIVERDIN,Small molecule
CHEMBL458876,AMDOXOVIR,Small molecule
CHEMBL4650317,ICAPAMESPIB,Small molecule
CHEMBL4650366,TROTABRESIB,Small molecule
CHEMBL4650459,PLAZINEMDOR,Unknown
CHEMBL48029,CHEMBL48029,Small molecule
CHEMBL482967,CYC-116,Small molecule
CHEMBL487739,CHEMBL487739,Small molecule
CHEMBL521686,OLAPARIB,Small molecule
CHEMBL564912,CHEMBL564912,Small molecule
CHEMBL58910,Hydroxy-Phenyl-Acetic Acid Anion,Small molecule
CHEMBL68055,ACOLBIFENE,Small molecule
CHEMBL7942,MALONIC ACID,Small molecule
CHEMBL105570,CHEMBL105570,Small molecule
CHEMBL1095932,CHEMBL1095932,Small molecule
CHEMBL1200586,PRILOCAINE HYDROCHLORIDE,Small molecule
CHEMBL1201451,ALBUMIN HUMAN,Protein
CHEMBL1201476,ENOXAPARIN SODIUM,Oligosaccharide
CHEMBL1231700,CITICOLINE,Small molecule
CHEMBL1235110,CHEMBL1235110,Small molecule
CHEMBL1236095,CHEMBL1236095,Small molecule
CHEMBL1286,LEVETIRACETAM,Small molecule
CHEMBL1366,AURANOFIN,Small molecule
CHEMBL140,CHEMBL140,Small molecule
CHEMBL1433,DOXYCYCLINE ANHYDROUS,Small molecule
CHEMBL1456,MYCOPHENOLATE MOFETIL,Small molecule
CHEMBL1534525,MIBEFRADIL DIHYDROCHLORIDE,Small molecule
CHEMBL1615439,PHENDIMETRAZINE,Small molecule
CHEMBL1697760,MUZOLIMINE,Small molecule
CHEMBL1743031,INDATUXIMAB RAVTANSINE,Antibody
CHEMBL1807479,CHEMBL1807479,Small molecule
CHEMBL1807787,CHEMBL1807787,Small molecule
CHEMBL186083,CHEMBL186083,Small molecule
CHEMBL1908307,FLOSEQUINAN,Small molecule
CHEMBL1952329,SGI-1776,Small molecule
CHEMBL2069499,CHEMBL2069499,Small molecule
CHEMBL2103863,ABEXINOSTAT,Small molecule
CHEMBL2104616,CLONITAZENE,Small molecule
CHEMBL2106571,CLOSTEBOL,Small molecule
CHEMBL2107143,GLUFOSFAMIDE,Small molecule
CHEMBL2107725,ANATIBANT,Small molecule
CHEMBL2108525,POLYFEROSE,Small molecule
CHEMBL2111029,OGLUFANIDE,Small molecule
CHEMBL2206278,CHEMBL2206278,Small molecule
CHEMBL235157,CHEMBL235157,Small molecule
CHEMBL255245,CHEMBL255245,Small molecule
CHEMBL283807,CHEMBL283807,Small molecule
CHEMBL284838,K-134,Small molecule
CHEMBL291278,N-METHYL-D-ASPARTIC ACID (NMDA),Small molecule
CHEMBL3103001,CHEMBL3103001,Small molecule
CHEMBL3137353,BIMAGRUMAB,Antibody
CHEMBL3301592,SODIUM ZIRCONIUM CYCLOSILICATE,Small molecule
CHEMBL3344210,CHEMBL3344210,Small molecule
CHEMBL3360526,CHEMBL3360526,Small molecule
CHEMBL336219,CHEMBL336219,Small molecule
CHEMBL338802,SULFAGUANIDINE,Small molecule
CHEMBL3422083,CHEMBL3422083,Small molecule
CHEMBL34412,LOMETREXOL,Small molecule
CHEMBL3544958,CER-002,Small molecule
CHEMBL3545064,TALABOSTAT MESYLATE,Small molecule
CHEMBL3545235,SIMOTINIB,Small molecule
CHEMBL360802,CHEMBL360802,Small molecule
CHEMBL36255,COMBRETASTATIN A-1,Small molecule
CHEMBL3707303,MAGNESIUM PIDOLATE,Small molecule
CHEMBL3746388,TERN-101,Small molecule
CHEMBL382038,CHEMBL382038,Small molecule
CHEMBL3833303,FERROUS GLUCONATE,Small molecule
CHEMBL3989716,PROPOXYPHENE NAPSYLATE,Small molecule
CHEMBL404108,LUMIRACOXIB,Small molecule
CHEMBL4073474,CHEMBL4073474,Small molecule
CHEMBL4080906,CHEMBL4080906,Small molecule
CHEMBL411662,CHEMBL411662,Small molecule
CHEMBL4170411,CHEMBL4170411,Small molecule
CHEMBL426560,CHEMBL426560,Small molecule
CHEMBL4297700,BIMEKIZUMAB,Antibody
CHEMBL4301033,CHEMBL4301033,Small molecule
CHEMBL4303228,PERETINOIN,Small molecule
CHEMBL434394,NEBIVOLOL,Small molecule
CHEMBL445353,CHEMBL445353,Small molecule
CHEMBL4476514,CHEMBL4476514,Unknown
CHEMBL449317,HESPERIDIN,Small molecule
CHEMBL4573938,CHEMBL4573938,Unknown
CHEMBL4637208,GSK973,Unknown
CHEMBL4650326,TEREVALEFIM,Small molecule
CHEMBL4650339,DALOSIRVAT,Small molecule
CHEMBL472252,CHEMBL472252,Small molecule
CHEMBL473479,CHEMBL473479,Small molecule
CHEMBL4802194,AZD-0284,Unknown
CHEMBL483590,CHEMBL483590,Small molecule
CHEMBL4862901,CHEMBL4862901,Unknown
CHEMBL492331,CHEMBL492331,Small molecule
CHEMBL5095330,PRAFNOSBART,Unknown
CHEMBL5095354,ONTERODRIMER,Small molecule
CHEMBL513250,CHEMBL513250,Small molecule
CHEMBL539770,TERODILINE HYDROCHLORIDE,Small molecule
CHEMBL557,DETROTHYRONINE,Small molecule
CHEMBL561421,CHEMBL561421,Small molecule
CHEMBL57242,AZILSARTAN,Small molecule
CHEMBL589586,MONOMETHYL FUMARATE,Small molecule
CHEMBL603830,DAXALIPRAM,Small molecule
CHEMBL7413,METHOHEXITAL,Small molecule
CHEMBL750,ZONISAMIDE,Small molecule
CHEMBL8809,RACLOPRIDE,Small molecule
CHEMBL917,FLOXURIDINE,Small molecule
CHEMBL100014,AN-9,Small molecule
CHEMBL10188,TALNETANT,Small molecule
CHEMBL1051,LATANOPROST,Small molecule
CHEMBL1088750,ARRY-797,Small molecule
CHEMBL116081,CHEMBL116081,Small molecule
CHEMBL1200326,NICARDIPINE HYDROCHLORIDE,Small molecule
CHEMBL1200383,BENZTROPINE MESYLATE,Small molecule
CHEMBL1200493,NAFTIFINE HYDROCHLORIDE,Small molecule
CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,Small molecule
CHEMBL1201185,LANREOTIDE,Protein
CHEMBL1214827,ONALESPIB,Small molecule
CHEMBL1230438,CHEMBL1230438,Small molecule
CHEMBL1230742,CHEMBL1230742,Small molecule
CHEMBL123189,CHEMBL123189,Small molecule
CHEMBL1233457,3-Hydroxylauric Acid,Small molecule
CHEMBL1234108,CHEMBL1234108,Small molecule
CHEMBL1270015,CHEMBL1270015,Small molecule
CHEMBL1332032,TRIFLUSAL,Small molecule
CHEMBL1371,CHLORZOXAZONE,Small molecule
CHEMBL14309,ALPHAPRODINE,Small molecule
CHEMBL1521495,BENTAZEPAM,Small molecule
CHEMBL1651471,CHEMBL1651471,Small molecule
CHEMBL168083,CHEMBL168083,Small molecule
CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,Small molecule
CHEMBL1723241,SULFACETAMIDE SODIUM,Small molecule
CHEMBL1788385,TILBROQUINOL,Small molecule
CHEMBL188343,REVERSINE,Small molecule
CHEMBL1905073,CHLORSULFAQUINOXALINE,Small molecule
CHEMBL198752,CHEMBL198752,Small molecule
CHEMBL2017971,CHEMBL2017971,Small molecule
CHEMBL2022411,Alpha-Methylfentanyl,Small molecule
CHEMBL2037511,EPELSIBAN,Small molecule
CHEMBL2104588,CYTHIOATE,Small molecule
CHEMBL2106622,LIOTHYRONINE I 131,Small molecule
CHEMBL2107553,TERIZIDONE,Small molecule
CHEMBL2108055,TEFIBAZUMAB,Antibody
CHEMBL2108147,STREPTOKINASE,Enzyme
CHEMBL2108976,ANISE OIL,Small molecule
CHEMBL2109321,CAROTUXIMAB,Antibody
CHEMBL2109643,F19 131I,Antibody
CHEMBL2110580,BERUBICIN,Small molecule
CHEMBL2110816,BUTRIPTYLINE,Small molecule
CHEMBL2137530,SERDEMETAN,Small molecule
CHEMBL214253,PD-407824,Small molecule
CHEMBL218490,DORZOLAMIDE,Small molecule
CHEMBL2203744,CHEMBL2203744,Small molecule
CHEMBL2216775,CHEMBL2216775,Small molecule
CHEMBL226383,CHEMBL226383,Small molecule
CHEMBL2338675,FOSDENOPTERIN,Small molecule
CHEMBL233992,CHEMBL233992,Small molecule
CHEMBL2397139,CHEMBL2397139,Small molecule
CHEMBL2397143,CHEMBL2397143,Small molecule
CHEMBL2408241,CHEMBL2408241,Small molecule
CHEMBL259209,MILNACIPRAN,Small molecule
CHEMBL262628,CHEMBL262628,Small molecule
CHEMBL271475,FIALURIDINE,Small molecule
CHEMBL290962,QUINAGOLIDE,Small molecule
CHEMBL301742,ARBACLOFEN,Small molecule
CHEMBL321113,CHEMBL321113,Small molecule
CHEMBL3236549,JNJ-39758979,Small molecule
CHEMBL3426787,CHEMBL3426787,Small molecule
CHEMBL3545168,IMD-1041,Small molecule
CHEMBL3545287,LY2624803,Small molecule
CHEMBL3545374,TREVOGRUMAB,Antibody
CHEMBL3589371,CHEMBL3589371,Small molecule
CHEMBL3706615,CHEMBL3706615,Small molecule
CHEMBL3707257,TENITRAMINE,Small molecule
CHEMBL3707295,REVEGLUCOSIDASE ALFA,Enzyme
CHEMBL388340,CHEMBL388340,Small molecule
CHEMBL398346,CHEMBL398346,Small molecule
CHEMBL402208,CHEMBL402208,Small molecule
CHEMBL4068221,CHEMBL4068221,Small molecule
CHEMBL4097019,CHEMBL4097019,Small molecule
CHEMBL416301,CHEMBL416301,Small molecule
CHEMBL4206758,CHEMBL4206758,Small molecule
CHEMBL42423,4-Nitrocatechol,Small molecule
CHEMBL425584,CHEMBL425584,Small molecule
CHEMBL4297291,INGAVIRIN,Small molecule
CHEMBL4297476,PF-06260414,Small molecule
CHEMBL4297884,PEPINEMAB,Antibody
CHEMBL4298121,KALLIKREIN-1,Unknown
CHEMBL4300766,P,Small molecule
CHEMBL438303,CHEMBL438303,Small molecule
CHEMBL450,METHARBITAL,Small molecule
CHEMBL4585668,BELZUTIFAN,Small molecule
CHEMBL4594533,CBX-129801,Unknown
CHEMBL464,ETRETINATE,Small molecule
CHEMBL4650247,VERBRINACOGENE SETPARVOVEC,Gene
CHEMBL4650437,EBDAROKIMAB,Antibody
CHEMBL475398,4-Phenylcatechol,Small molecule
CHEMBL4790618,CHEMBL4790618,Unknown
CHEMBL486954,CHEMBL486954,Small molecule
CHEMBL517553,CHEMBL517553,Small molecule
CHEMBL582857,NELIVAPTAN,Small molecule
CHEMBL590105,CHEMBL590105,Small molecule
CHEMBL594994,CHEMBL594994,Small molecule
CHEMBL6640,TRYPTAMINE,Small molecule
CHEMBL702,PIPERACILLIN,Small molecule
CHEMBL71752,VINPOCETINE,Small molecule
CHEMBL752,ADENOSINE PHOSPHATE,Small molecule
CHEMBL95553,CHEMBL95553,Small molecule
CHEMBL981,FENOFIBRIC ACID,Small molecule
CHEMBL1200426,METHIXENE HYDROCHLORIDE,Small molecule
CHEMBL1200662,HEMIN,Small molecule
CHEMBL1200759,ANAGRELIDE HYDROCHLORIDE,Small molecule
CHEMBL1200895,PHENELZINE SULFATE,Small molecule
CHEMBL1200984,AMLODIPINE MALEATE,Small molecule
CHEMBL1201197,ALATROFLOXACIN,Small molecule
CHEMBL1201235,METHYLHOMATROPINE,Small molecule
CHEMBL1201498,AMINO ACIDS,Unknown
CHEMBL1206245,BRICICLIB,Small molecule
CHEMBL12208,HYMECROMONE,Small molecule
CHEMBL1235252,PROSTAGLANDIN D2,Small molecule
CHEMBL1236251,TRIETHYL PHOSPHATE,Small molecule
CHEMBL1236684,VIRGINIAMYCIN FACTOR S,Protein
CHEMBL1256772,TIAPRIDE HYDROCHLORIDE,Small molecule
CHEMBL1316,CARPROFEN,Small molecule
CHEMBL1424,XANTHINE,Small molecule
CHEMBL1450770,CHEMBL1450770,Small molecule
CHEMBL1513,IRBESARTAN,Small molecule
CHEMBL151604,DUROQUINONE,Small molecule
CHEMBL1536,ERGOCALCIFEROL,Small molecule
CHEMBL1569545,CRIDANIMOD,Small molecule
CHEMBL1572,NETILMICIN,Small molecule
CHEMBL1601,CEFONICID,Small molecule
CHEMBL1612697,CHEMBL1612697,Small molecule
CHEMBL1614854,beta-D-Glucose,Small molecule
CHEMBL1615487,IODOXAMIC ACID,Small molecule
CHEMBL1773943,4-IMIDAZOLECARBOXYLIC ACID,Small molecule
CHEMBL1808635,CHEMBL1808635,Small molecule
CHEMBL181295,CHEMBL181295,Small molecule
CHEMBL1957019,CHEMBL1957019,Small molecule
CHEMBL1983350,STIRIPENTOL,Small molecule
CHEMBL2036730,AZD-3988,Small molecule
CHEMBL205526,CHEMBL205526,Small molecule
CHEMBL2063442,CHEMBL2063442,Small molecule
CHEMBL2103758,PRAMLINTIDE,Protein
CHEMBL2104608,CYFLUTHRIN,Small molecule
CHEMBL2104964,TEBANICLINE TOSYLATE,Small molecule
CHEMBL2106049,"CHARCOAL, ACTIVATED",Small molecule
CHEMBL2106372,IOGLYCAMIC ACID,Small molecule
CHEMBL2106801,NORMETHANDRONE,Small molecule
CHEMBL2106989,RACEMENTHOL,Small molecule
CHEMBL2107779,SEMAPIMOD,Small molecule
CHEMBL2107831,LUSUTROMBOPAG,Small molecule
CHEMBL2108252,APOLIZUMAB,Antibody
CHEMBL2109410,TB-402,Antibody
CHEMBL215303,GARENOXACIN,Small molecule
CHEMBL2177638,CHEMBL2177638,Small molecule
CHEMBL2178279,CHEMBL2178279,Small molecule
CHEMBL2181927,FINERENONE,Small molecule
CHEMBL225304,PIMAGEDINE,Small molecule
CHEMBL22870,L-732138,Small molecule
CHEMBL2360841,RO-24-7429,Small molecule
CHEMBL242937,CHEMBL242937,Small molecule
CHEMBL250127,CHEMBL250127,Small molecule
CHEMBL262101,CIAFTALAN,Small molecule
CHEMBL267719,ALLOBARBITAL,Small molecule
CHEMBL275544,CHEMBL275544,Small molecule
CHEMBL3091630,CHEMBL3091630,Small molecule
CHEMBL311350,PIROMIDIC ACID,Small molecule
CHEMBL313842,ZARDAVERINE,Small molecule
CHEMBL313971,ZUCAPSAICIN,Small molecule
CHEMBL3545414,RIVOCERANIB MESYLATE,Small molecule
CHEMBL3582201,CHEMBL3582201,Small molecule
CHEMBL3603923,CHEMBL3603923,Small molecule
CHEMBL3707398,PAC-14028,Small molecule
CHEMBL375611,LY404039,Small molecule
CHEMBL3781845,CHEMBL3781845,Small molecule
CHEMBL38434,BREQUINAR,Small molecule
CHEMBL38827,LUMEFANTRINE,Small molecule
CHEMBL3900554,BMS-986142,Small molecule
CHEMBL392695,S-TRITYL-L-CYSTEINE,Small molecule
CHEMBL3989715,MUPIROCIN CALCIUM,Small molecule
CHEMBL4251185,CHEMBL4251185,Small molecule
CHEMBL4290191,CHEMBL4290191,Small molecule
CHEMBL4296682,CHEMBL4296682,Small molecule
CHEMBL4297360,NU-3,Small molecule
CHEMBL4297365,CESIUM CS-131,Small molecule
CHEMBL4297714,CALMANGAFODIPIR,Unknown
CHEMBL457665,CHEMBL457665,Small molecule
CHEMBL4594366,IGN-002,Unknown
CHEMBL4594442,IMARADENANT,Small molecule
CHEMBL4650357,VIPIVOTIDE TETRAXETAN GALLIUM GA-68,Small molecule
CHEMBL485204,CHEMBL485204,Small molecule
CHEMBL507282,DENUFOSOL,Small molecule
CHEMBL5095022,PESAMPATOR,Small molecule
CHEMBL5095324,CM-310,Unknown
CHEMBL514201,TALMAPIMOD,Small molecule
CHEMBL560403,DEOXYCYTIDINE TRIPHOSPHATE,Small molecule
CHEMBL63130,BENZYLCYSTEINE,Small molecule
CHEMBL771,CYCLOSERINE,Small molecule
CHEMBL818,IOBENGUANE,Small molecule
CHEMBL832,SULFINPYRAZONE,Small molecule
CHEMBL94277,CHEMBL94277,Small molecule
CHEMBL957,BOSENTAN,Small molecule
CHEMBL1037,GUANADREL,Small molecule
CHEMBL1095817,CHEMBL1095817,Small molecule
CHEMBL1160563,3-PHOSPHOGLYCERIC ACID,Small molecule
CHEMBL1165342,VINCAMINE,Small molecule
CHEMBL1182777,CHEMBL1182777,Small molecule
CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,Small molecule
CHEMBL1201139,MEGESTROL ACETATE,Small molecule
CHEMBL1201173,MEDRYSONE,Small molecule
CHEMBL1201250,BENZQUINAMIDE,Small molecule
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Small molecule
CHEMBL1201833,GOLIMUMAB,Antibody
CHEMBL1213251,CLOBENZOREX,Small molecule
CHEMBL1231778,CHEMBL1231778,Small molecule
CHEMBL1235693,CHEMBL1235693,Small molecule
CHEMBL1334692,LONAZOLAC,Small molecule
CHEMBL139908,CHEMBL139908,Small molecule
CHEMBL1472975,PEROSPIRONE,Small molecule
CHEMBL1490082,CHEMBL1490082,Small molecule
CHEMBL15063,ATRAZINE,Small molecule
